schoolsupplier_id,store_page,raw_name,urn,schoolsupplier_id,school_name,supplier_code
189,https://www.monkhouse.com/school/courtney-primary-school-urn-109054/,Courtney Primary School (URN-109054),109054,189.0,Courtney Primary School,mon
190,https://www.monkhouse.com/school/covingham-park-primary-school-urn-135206/,Covingham Park Primary School (URN-135206),135206,190.0,Covingham Park Primary School,mon
191,https://www.monkhouse.com/school/cowes-enterprise-college-urn-140845/,Cowes Enterprise College (URN-140845),140845,191.0,Cowes Enterprise College,mon
192,https://www.monkhouse.com/school/coxheath-primary-school-urn-146114/,Coxheath Primary School (URN-146114),146114,192.0,Coxheath Primary School,mon
193,https://www.monkhouse.com/school/cranham-church-of-england-primary-school-urn-115682/,Cranham Church of England (VA) Primary School (URN-115682),115682,193.0,Cranham Church of EnglandVA) Primary School,mon
194,https://www.monkhouse.com/school/cranmore-infant-school-urn-104042/,Cranmore Infant School (URN-104042),104042,194.0,Cranmore Infant School,mon
195,https://www.monkhouse.com/school/cransley-school-urn-111483/,Cransley School (URN-111483),111483,195.0,Cransley School,mon
196,https://www.monkhouse.com/school/crompton-house-church-of-england-school-urn-137294/,Crompton House Church Of England School (URN-137294),137294,196.0,Crompton House Church Of England School,mon
197,https://www.monkhouse.com/school/crompton-primary-school-urn-133286/,Crompton Primary School (URN-133286),133286,197.0,Crompton Primary School,mon
198,https://www.monkhouse.com/school/crossgates-primary-school-urn-105846/,Crossgates Primary School (URN-105846),105846,198.0,Crossgates Primary School,mon
199,https://www.monkhouse.com/school/crown-street-primary-urn-9000001/,Crown Street Primary (URN-9000001),9000001,199.0,Crown Street Primary,mon
200,https://www.monkhouse.com/school/cumnor-house-school-urn-114623/,Cumnor House School (URN-114623),114623,200.0,Cumnor House School,mon
201,https://www.monkhouse.com/school/damson-wood-infant-school-urn-143051/,Damson Wood Infant School (URN-143051),143051,201.0,Damson Wood Infant School,mon
202,https://www.monkhouse.com/school/darland-high-school-urn-401714/,Darland High School (URN-401714),401714,202.0,Darland High School,mon
203,https://www.monkhouse.com/school/davyhulme-primary-school-urn-106316/,Davyhulme Primary School (URN-106316),106316,203.0,Davyhulme Primary School,mon
204,https://www.monkhouse.com/school/dene-magna-school-urn-137387-id-371891/,Dene Magna School (URN-137387),137387,204.0,Dene Magna School,mon
205,https://www.monkhouse.com/school/denmark-road-high-school-urn-136666/,Denmark Road High School (URN-136666),136666,205.0,Denmark Road High School,mon
206,https://www.monkhouse.com/school/denton-community-college-urn-135122/,Denton Community College (URN-135122),135122,206.0,Denton Community College,mon
207,https://www.monkhouse.com/school/derwen-primary-school-urn-400389/,Derwen Primary School (URN-400389),400389,207.0,Derwen Primary School,mon
208,https://www.monkhouse.com/school/dickens-heath-community-primary-school-urn-133720/,Dickens Heath Community Primary School (URN-133720),133720,208.0,Dickens Heath Community Primary School,mon
209,https://www.monkhouse.com/school/didsbury-high-school-urn-143729/,Didsbury High School (URN-143729),143729,209.0,Didsbury High School,mon
210,https://www.monkhouse.com/school/dinglewell-infant-school-urn-115499/,Dinglewell Infant School (URN-115499),115499,210.0,Dinglewell Infant School,mon
211,https://www.monkhouse.com/school/dinglewell-junior-school-urn-115495/,Dinglewell Junior School (URN-115495),115495,211.0,Dinglewell Junior School,mon
212,https://www.monkhouse.com/school/dodleston-cofe-primary-school-urn-111272/,Dodleston CofE Primary School (URN-111272),111272,212.0,Dodleston CofE Primary School,mon
213,https://www.monkhouse.com/school/dolphin-school-urn-138377/,Dolphin School (URN-138377),138377,213.0,Dolphin School,mon
214,https://www.monkhouse.com/school/dorothy-stringer-school-urn-114580/,Dorothy Stringer School (URN-114580),114580,214.0,Dorothy Stringer School,mon
215,https://www.monkhouse.com/school/dorridge-primary-school-urn-104045/,Dorridge Primary School (URN-104045),104045,215.0,Dorridge Primary School,mon
216,https://www.monkhouse.com/school/downend-school-urn-139345/,Downend School (URN-139345),139345,216.0,Downend School,mon
217,https://www.monkhouse.com/school/downlands-community-school-urn-126087/,Downlands Community School (URN-126087),126087,217.0,Downlands Community School,mon
218,https://www.monkhouse.com/school/downs-junior-school-urn-114366/,Downs Junior School (URN-114366),114366,218.0,Downs Junior School,mon
219,https://www.monkhouse.com/school/drove-primary-school-urn-138309/,Drove Primary School (URN-138309),138309,219.0,Drove Primary School,mon
220,https://www.monkhouse.com/school/droylsden-academy-urn-135864/,Droylsden Academy (URN-135864),135864,220.0,Droylsden Academy,mon
221,https://www.monkhouse.com/school/drury-primary-school-urn-400364/,Drury Primary School (URN-400364),400364,221.0,Drury Primary School,mon
222,https://www.monkhouse.com/school/dulwich-prep-cranbrook-urn-118990/,Dulwich Cranbrook (URN-118990),118990,222.0,Dulwich Cranbrook,mon
223,https://www.monkhouse.com/school/dunalley-primary-school-urn-115582/,Dunalley Primary School (URN-115582),115582,223.0,Dunalley Primary School,mon
224,https://www.monkhouse.com/school/dyson-perrins-cofe-academy-urn-137186/,Dyson Perrins CofE Academy (URN-137186),137186,224.0,Dyson Perrins CofE Academy,mon
225,https://www.monkhouse.com/school/east-crompton-st-james-c-e-aided-primary-school-urn-105710/,East Crompton St James? C.E. (Aided) Primary School (URN-105710),105710,225.0,East Crompton St James? C.E.Aided) Primary School,mon
226,https://www.monkhouse.com/school/east-crompton-st-george-s-ce-primary-school-urn-142271/,East Crompton St. George's CE Primary School (URN-142271),142271,226.0,East Crompton St. George's CE Primary School,mon
227,https://www.monkhouse.com/school/east-peckham-primary-school-urn-118290/,East Peckham Primary School (URN-118290),118290,227.0,East Peckham Primary School,mon
228,https://www.monkhouse.com/school/east-ward-community-primary-school-urn-144572/,East Ward Community Primary School (URN-144572),144572,228.0,East Ward Community Primary School,mon
229,https://www.monkhouse.com/school/east-wichel-primary-school-nursery-urn-136068/,East Wichel Primary School & Nursery (URN-136068),136068,229.0,East Wichel Primary School & Nursery,mon
230,https://www.monkhouse.com/school/easton-church-of-england-academy-urn-141110/,Easton Church Of England Academy (URN-141110),141110,230.0,Easton Church Of England Academy,mon
231,https://www.monkhouse.com/school/eccleston-cofe-primary-school-urn-111349/,Eccleston CofE Primary School (URN-111349),111349,231.0,Eccleston CofE Primary School,mon
232,https://www.monkhouse.com/school/eldersfield-lawn-cofe-primary-school-urn-116807/,Eldersfield Lawn CofE Primary School (URN-116807),116807,232.0,Eldersfield Lawn CofE Primary School,mon
233,https://www.monkhouse.com/school/eldon-primary-school-urn-119229/,Eldon Primary School (URN-119229),119229,233.0,Eldon Primary School,mon
234,https://www.monkhouse.com/school/elfed-high-school-urn-401701/,Elfed High School (URN-401701),401701,234.0,Elfed High School,mon
235,https://www.monkhouse.com/school/elm-park-primary-school-urn-109117/,Elm Park Primary School (URN-109117),109117,235.0,Elm Park Primary School,mon
236,https://www.monkhouse.com/school/elmbridge-primary-school-urn-115487/,Elmbridge Primary School (URN-115487),115487,236.0,Elmbridge Primary School,mon
237,https://www.monkhouse.com/school/elmlea-infant-school-urn-147476/,Elmlea Infant School (URN-147476),147476,237.0,Elmlea Infant School,mon
238,https://www.monkhouse.com/school/elmridge-primary-school-urn-138654/,Elmridge Primary School (URN-138654),138654,238.0,Elmridge Primary School,mon
239,https://www.monkhouse.com/school/emersons-green-primary-school-urn-131767/,Emersons Green Primary School (URN-131767),131767,239.0,Emersons Green Primary School,mon
240,https://www.monkhouse.com/school/english-martyrs-rc-primary-school-urn-106352/,English Martyrs RC Primary School (URN-106352),106352,240.0,English Martyrs RC Primary School,mon
241,https://www.monkhouse.com/school/etonbury-academy-urn-137632/,Etonbury Academy (URN-137632),137632,241.0,Etonbury Academy,mon
242,https://www.monkhouse.com/school/evergreen-primary-academy-urn-146101/,Evergreen Primary Academy (URN-146101),146101,242.0,Evergreen Primary Academy,mon
243,https://www.monkhouse.com/school/ewloe-green-c-p-school-urn-400320/,Ewloe Green C.P. School (URN-400320),400320,243.0,Ewloe Green C.P. School,mon
244,https://www.monkhouse.com/school/exeter-school-urn-113607/,Exeter School (URN-113607),113607,244.0,Exeter School,mon
245,https://www.monkhouse.com/school/eyton-primary-school-urn-400448/,Eyton Primary School (URN-400448),400448,245.0,Eyton Primary School,mon
246,https://www.monkhouse.com/school/fairfield-high-school-urn-140868-id-371894/,Fairfield High School (URN-140868),140868,246.0,Fairfield High School,mon
247,https://www.monkhouse.com/school/fairholme-preparatory-school-urn-401974/,Fairholme Preparatory School (URN-401974),401974,247.0,Fairholme Preparatory School,mon
248,https://www.monkhouse.com/school/fairlawn-primary-school-urn-140269/,Fairlawn Primary School (URN-140269),140269,248.0,Fairlawn Primary School,mon
249,https://www.monkhouse.com/school/fairlight-primary-nursery-school-urn-114487/,Fairlight Primary & Nursery School (URN-114487),114487,249.0,Fairlight Primary & Nursery School,mon
250,https://www.monkhouse.com/school/falinge-park-high-school-urn-105837/,Falinge Park High School (URN-105837),105837,250.0,Falinge Park High School,mon
251,https://www.monkhouse.com/school/filton-avenue-primary-school-urn-138668/,Filton Avenue Primary School (URN-138668),138668,251.0,Filton Avenue Primary School,mon
252,https://www.monkhouse.com/school/finlay-community-school-urn-135727/,Finlay Community School (URN-135727),135727,252.0,Finlay Community School,mon
253,https://www.monkhouse.com/school/five-acres-high-school-urn-144013/,Five Acres High School (URN-144013),144013,253.0,Five Acres High School,mon
254,https://www.monkhouse.com/school/flint-high-school-urn-401707/,Flint High School (URN-401707),401707,254.0,Flint High School,mon
255,https://www.monkhouse.com/school/flixton-girls-school-urn-136965/,Flixton Girls School (URN-136965),136965,255.0,Flixton Girls School,mon
256,https://www.monkhouse.com/school/fonthill-primary-academy-urn-144892/,Fonthill Primary Academy (URN-144892),144892,256.0,Fonthill Primary Academy,mon
257,https://www.monkhouse.com/school/forefield-junior-school-urn-104871/,Forefield Junior School (URN-104871),104871,257.0,Forefield Junior School,mon
258,https://www.monkhouse.com/school/forge-wood-primary-school-urn-140651/,Forge Wood Primary School (URN-140651),140651,258.0,Forge Wood Primary School,mon
259,https://www.monkhouse.com/school/formby-high-school-urn-137436/,Formby High School (URN-137436),137436,259.0,Formby High School,mon
260,https://www.monkhouse.com/school/frenchay-church-of-england-primary-school-urn-109178/,Frenchay Church of England Primary School (URN-109178),109178,260.0,Frenchay Church of England Primary School,mon
261,https://www.monkhouse.com/school/frewen-college-urn-114635/,Frewen College (URN-114635),114635,261.0,Frewen College,mon
262,https://www.monkhouse.com/school/frome-vale-academy-urn-138791/,Frome Vale Academy (URN-138791),138791,262.0,Frome Vale Academy,mon
263,https://www.monkhouse.com/school/fulwood-academy-urn-135936/,Fulwood Academy (URN-135936),135936,263.0,Fulwood Academy,mon
264,https://www.monkhouse.com/school/fulwood-st-peter-s-church-of-england-primary-school-urn-119416/,Fulwood St Peter's Church of England Primary School (URN-119416),119416,264.0,Fulwood St Peter's Church of England Primary School,mon
265,https://www.monkhouse.com/school/gardners-lane-primary-school-urn-131249/,Gardners Lane Primary School (URN-131249),131249,265.0,Gardners Lane Primary School,mon
266,https://www.monkhouse.com/school/gatley-primary-school-urn-141275/,Gatley Primary School (URN-141275),141275,266.0,Gatley Primary School,mon
267,https://www.monkhouse.com/school/glebe-primary-school-urn-125913/,Glebe Primary School (URN-125913),125913,267.0,Glebe Primary School,mon
268,https://www.monkhouse.com/school/glenfall-community-primary-school-urn-115577/,Glenfall Community Primary School (URN-115577),115577,268.0,Glenfall Community Primary School,mon
269,https://www.monkhouse.com/school/gloucester-academy-urn-148036/,Gloucester Academy (URN-148036),148036,269.0,Gloucester Academy,mon
270,https://www.monkhouse.com/school/golftyn-c-p-school-urn-400355/,Golftyn C.P. School (URN-400355),400355,270.0,Golftyn C.P. School,mon
271,https://www.monkhouse.com/school/goodwin-academy-urn-146624/,Goodwin Academy (URN-146624),146624,271.0,Goodwin Academy,mon
272,https://www.monkhouse.com/school/gordons-children-s-academy-junior-urn-140606/,Gordons Children's Academy Junior (URN-140606),140606,272.0,Gordons Children's Academy Junior,mon
273,https://www.monkhouse.com/school/gorse-hill-primary-school-urn-106321/,Gorse Hill Primary School (URN-106321),106321,273.0,Gorse Hill Primary School,mon
274,https://www.monkhouse.com/school/gorsey-bank-primary-school-urn-143011/,Gorsey Bank Primary School (URN-143011),143011,274.0,Gorsey Bank Primary School,mon
275,https://www.monkhouse.com/school/gorsley-goffs-primary-school-urn-116814-id-371897/,Gorsley Goffs Primary School (URN-116814),116814,275.0,Gorsley Goffs Primary School,mon
276,https://www.monkhouse.com/school/gorsley-pre-school-urn-116814-1-id-371900/,Gorsley Pre School (URN-116814-1),116814-1,276.0,Gorsley Pre School,mon
277,https://www.monkhouse.com/school/gotherington-primary-school-urn-137207/,Gotherington Primary School (URN-137207),137207,277.0,Gotherington Primary School,mon
278,https://www.monkhouse.com/school/grange-primary-school-urn-146311/,Grange Primary School (URN-146311),146311,278.0,Grange Primary School,mon
279,https://www.monkhouse.com/school/grangefield-primary-school-urn-131784/,Grangefield Primary School (URN-131784),131784,279.0,Grangefield Primary School,mon
280,https://www.monkhouse.com/school/gravesend-grammar-school-urn-137099/,Gravesend Grammar School (URN-137099),137099,280.0,Gravesend Grammar School,mon
281,https://www.monkhouse.com/school/great-bedwyn-church-of-england-school-urn-145714/,Great Bedwyn Church Of England School (URN-145714),145714,281.0,Great Bedwyn Church Of England School,mon
282,https://www.monkhouse.com/school/great-crosby-catholic-primary-school-urn-104926/,Great Crosby Catholic Primary School (URN-104926),104926,282.0,Great Crosby Catholic Primary School,mon
283,https://www.monkhouse.com/school/great-malvern-primary-school-urn-136984/,Great Malvern Primary School (URN-136984),136984,283.0,Great Malvern Primary School,mon
284,https://www.monkhouse.com/school/great-western-academy-urn-145883/,Great Western Academy (URN-145883),145883,284.0,Great Western Academy,mon
